Mcule ID,SMILES,Similarity to hit - Tanimoto coefficient
MCULE-3949117325-0,N1C(C2C=CC(=CC=2)OC)=CSC=1NC1C=CC(=C(C)C=1)C,0.610
MCULE-6035517601-0,CC1=C(C)C=C(NC2SC=C(C3=CC(N(=O)=O)=CC=C3)N=2)C=C1,0.610
MCULE-8203088188-0,N(=O)(=O)C1C=CC=CC=1NC1SC=C(C2=CC=NC=C2)N=1,0.610
MCULE-8850088744-0,C1(=C(C)N=C2C=CC=CN12)C1=CSC(NC2=CC=CC(C)=C2)=N1,0.610
MCULE-9803335770-0,C1(=CSC(NC2C=NC=CC=2)=N1)C1C=CC(N(=O)=O)=CC=1,0.610
MCULE-5392800976-0,N(C1=CC=CC=C1)C1SC=C(C2C3=C(C=CC=C3)NC=2)N=1,0.610
MCULE-2143058999-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC(=CC=1)O,0.609
MCULE-2408434767-0,N1C(C2=CC=C(C)C(C)=C2)=CSC=1NC1=CC=C(C=C1)N(C)C,0.609
MCULE-9570321961-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=CC=1)N(=O)=O,0.609
MCULE-2376942188-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=CC=1)O.Br,0.609
MCULE-1037040561-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC=C(C=C1)F.Br,0.609
MCULE-1201049528-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC=C2C=CC=CC=12.Br,0.609
MCULE-1798317465-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC=CC=1,0.609
MCULE-1737793697-0,N1C(C2=CC=C(C=C2)Br)=CSC=1NC1C=CC=CC=1,0.609
MCULE-3483287845-0,C1(N(C)C2=CC=C(C=C2)O)SC=C(C2=CC=C3C(C=CC=C3)=C2)N=1,0.609
MCULE-5859523287-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC(=CC=1)F,0.609
MCULE-7384623723-0,N1C(=CSC=1NC1C=CC=CC=1)C1=CC=C(C=C1C)C,0.609
MCULE-9388921607-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=C(O)C=1,0.609
MCULE-9139841486-0,COC(N(CCCC(N(C1SC=C(C2=NC=CC=C2)N=1)C)=O)C)=O,0.609
MCULE-9417704344-0,C1(=CSC(NCC)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.609
MCULE-8907857876-0,CC1=C(C)C=C(C2N=C(NC3=CC(C(O)=O)=CC=C3)SC=2)C=C1.Cl,0.609
MCULE-4969631902-0,C1(=C(C)N=C2C=C(C)C=CN12)C1=CSC(NC2N=CC=CN=2)=N1,0.609
MCULE-1354806174-0,N1C(C2=CC=CC(OC)=C2)=CSC=1NC1C=C(C)C=C(C)C=1,0.609
MCULE-7143542542-0,CC1=C(C)C2=C(C=CC(C(NC3SC=C(C4=NC=CC=C4)N=3)=O)=C2)N1,0.609
MCULE-2153773495-0,CC(C1C(C)=C(C2N=C(NC3=CC=CC=C3)SC=2)NC=1C)=O,0.608
MCULE-8046217164-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC(=CC=1)C(F)(F)F,0.608
MCULE-5097882779-0,O=C(C1CNCC1)NC1SC=C(C2=NC=CC=C2)N=1,0.608
MCULE-9187761707-0,N1=C(NC2C=CC=C(Cl)C=2)SC=C1C1=CC=CC2=CC=CC=C12,0.608
MCULE-7127894390-0,N1=C(NC2C=CC=C(Cl)C=2)SC=C1C1=CC=CC2=CC=CC=C12.Cl,0.608
MCULE-5439169985-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1=CC=C(C=C1)C.Br,0.608
MCULE-2262963188-0,N1C(C2C=CC(=CC=2)N(=O)=O)=CSC=1NC1=CC=C(C=C1)C,0.608
MCULE-9535310686-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1=CC=CC(Cl)=C1,0.608
MCULE-7029361268-0,C1(SC=C(C2C=CC(=CC=2)CC)N=1)NC1=NC=CC=N1,0.608
MCULE-2206832921-0,CC1C=CC(=CC=1)NC1SC=C(C2=CC=C(C=C2)I)N=1,0.608
MCULE-8589707298-0,N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1=CC=C(C=C1)N,0.608
MCULE-7395387145-0,N1C(C2C=CC(=CC=2)N(=O)=O)=CSC=1NC1C=CC=CC=1.Br,0.608
MCULE-9031903488-0,N1C(C2C=CC3C(=CC=CC=3)C=2)=CSC=1NC1=CC=CC(Cl)=C1,0.608
MCULE-5189462378-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1=CC=C(C=C1)N(C)C,0.608
MCULE-8066379081-0,C1(SC=C(C2=CC=C(C=C2)C(C)C)N=1)NC1=NC=CC=N1,0.608
MCULE-4502038088-0,N1C(=CSC=1NC1=CC=C(C=C1)C)C1=CC=C(C=C1C)C.Cl,0.608
MCULE-2207605902-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1=CC=C(C=C1)SC,0.608
MCULE-8622924645-0,CC(N1CCN(C2SC=C(C3=NC=C(C(F)(F)F)C=C3)N=2)CC1)=O,0.608
MCULE-1386146056-0,CC1=CC(NC2SC=C(C3=CC(F)=C(F)C=C3)N=2)=CC=C1,0.608
MCULE-3217835309-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)C(OCC)=O,0.608
MCULE-2705608088-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1C=CC=C(C)C=1.C(O)(=O)C(O)=O,0.608
MCULE-9962531093-0,N1C(C2=CC=C(C(Cl)=C2)Cl)=CSC=1NC1=CC=CC(C)=C1,0.608
MCULE-7417445585-0,N1C(C2C=CC=C(C=2)N(=O)=O)=CSC=1NC1C=CC=C(C)C=1.Br,0.608
MCULE-7557275492-0,N1C(C2=CC=C(C=C2)F)=CSC=1NC1C=CC=NC=1.Cl,0.607
MCULE-2427409106-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC=CC=1C,0.607
MCULE-6088703225-0,N#CC1=CC=C(NC2SC=C(C3=NC=CN=C3)N=2)C=C1,0.607
MCULE-3291681179-0,OC12CC3(C(NC4SC=C(C5=NC=CC=C5)N=4)=O)CC(C1)CC(C3)C2,0.607
MCULE-1921653174-0,C1(SC(=NC=1C)N)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.607
MCULE-2726503377-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1=CC=CC=C1C,0.606
MCULE-1875316606-0,NC1SC=C(C2=NC=C(Br)C=C2)N=1,0.606
MCULE-8197108788-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)C1=CSC(C)=N1,0.606
MCULE-4973797035-0,N1C(C2C=CC=CC=2)=CSC=1NC1=C(C=CC=C1Cl)Cl,0.606
MCULE-5930419097-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1C=CC(=CC=1)C(C)=O,0.606
MCULE-4630033931-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=C(C(Cl)=C1)C.Br,0.606
MCULE-6475158481-0,C1(=CSC(NC2C=CN=CC=2)=N1)C1C=CC(Br)=CC=1,0.606
MCULE-6234837948-0,Br.Br.NC1SC=C(C2=NC=C(Br)C=C2)N=1,0.606
MCULE-9608647967-0,ClC1=C(NC2SC=C(C3=CC=CC=C3)N=2)C(Cl)=CC=C1.Cl,0.606
MCULE-4921810421-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1=CC=C(C(Cl)=C1)C,0.606
MCULE-4122472807-0,N1C(C2=CC=CC(Cl)=C2)=CSC=1NC1C=CC(=CC=1)C,0.606
MCULE-4689474822-0,C1=CC(Cl)=C(C=C1)NC1SC=C(C2C=CC(C)=CC=2)[NH+]=1.[Br-],0.606
MCULE-4600431225-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1C)O,0.606
MCULE-1048346498-0,N1(C2=CC=C(C=C2)C(=O)NC2SC=C(C3=CC=CC=N3)N=2)C(=O)CCC1=O,0.606
MCULE-4999395089-0,C1(SC=C(C2=CC=C(C=C2)NC(C)=O)N=1)NC1=NC=CC=N1,0.606
MCULE-8184470291-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC(=CC=1)N(C)C,0.606
MCULE-1107084443-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=C(Cl)C=1Cl,0.606
MCULE-2141269245-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,0.606
MCULE-1816078745-0,N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.606
MCULE-2808251230-0,N1C(C2=CC=C(C=C2)I)=CSC=1NC1C=CC=C(C=1)C(F)(F)F,0.606
MCULE-9627532874-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=CC=1Cl)Cl,0.606
MCULE-8460341141-0,N1C(C2=CC=C(C(Cl)=C2)Cl)=CSC=1NC1=CC=C(C(C)=C1)C,0.606
MCULE-9046737820-0,N1C(C2C=CC=NC=2)=CSC=1NC1=CC=C(C=C1)N,0.606
MCULE-4459112913-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1C=CC=C(C=1)C(F)(F)F,0.606
MCULE-7828196179-0,C1(=CSC(NC2=CN=CC=C2)=N1)C1C=CC=C(Cl)C=1,0.606
MCULE-1983701371-0,C1(=CSC(NC2C=NC=CC=2)=N1)C1C=CC(N(=O)=O)=CC=1.Br,0.606
MCULE-8777481536-0,N1C(C2=CC=CN=C2)=CSC=1NC1=CC=CC(=C1)C(O)=O,0.606
MCULE-2028130824-0,FC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC(F)=C1,0.606
MCULE-2886561701-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(=O)C1=CC=C(C=C1)OC,0.606
MCULE-8839381175-0,C1(=CSC(NC(C)C)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.606
MCULE-2562346127-0,FC1=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=CC=C1,0.606
MCULE-4899487415-0,C1(SC(N)=NC=1C)C1=CSC(NC2C=CC=C(C)N=2)=N1,0.605
MCULE-6749507901-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1C=CC(=CC=1)O,0.605
MCULE-6984719860-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1C=CC(=CC=1)N(=O)=O,0.605
MCULE-2487053866-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC(=CC=1)N(=O)=O,0.605
MCULE-6352343085-0,Br.N1C(=CSC=1NC1=CC=CC=C1)C1C=CC(=CC=1C)C,0.605
MCULE-4459547354-0,N1C(C2=CC=C(C=C2)Br)=CSC=1NC1C=CC=C2C=CC=CC=12,0.605
MCULE-9560881411-0,Br.N1C(C2=CC=C(C=C2)Br)=CSC=1NC1C=CC=C2C=CC=CC=12,0.605
MCULE-3037081928-0,Br.N1C(C2C=CC(=CC=2)F)=CSC=1NC1=CC=C(C=C1)F,0.605
MCULE-5997336093-0,N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)F,0.605
MCULE-1566636137-0,N1C(C2=CC=C(C=C2)F)=CSC=1NC1C=CC=C2C=CC=CC=12,0.605
MCULE-3195257222-0,N1C(C2=CC=NC=C2)=CSC=1NC1=CC=C(C=C1)NC(C)=O,0.605
MCULE-6180079978-0,CC1=CC=C(NC2SC=C(C3=CC(O)=C(O)C=C3)N=2)C=C1,0.605
MCULE-5466898217-0,C1(=CSC(NC2C=CN=CC=2)=N1)C1C=CC(N(=O)=O)=CC=1,0.605
MCULE-9890427955-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=CC=1)OC,0.605
MCULE-6130797295-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.605
MCULE-4154226903-0,N1C(C2=CC=CC(OC)=C2)=CSC=1NC1C=C(C)C=C(C)C=1.Br,0.605
MCULE-5405587729-0,N1C(=CSC=1NC1C=CC=C(C=1)C(O)=O)C1C=CC(=CC=1C)C,0.605
MCULE-8346788187-0,N1C(C2=CC=C(C=C2)NC(C)=O)=CSC=1NC1C=CC=NC=1,0.605
MCULE-6439800818-0,CC1(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C(Cl)(Cl)C1,0.605
MCULE-3636268667-0,COC(C1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1)=O,0.604
MCULE-1369882995-0,C1(=C(C)N=C2C=CC=CN12)C1=CSC(NC2C=CC(=CC=2)C)=N1,0.604
MCULE-1152492490-0,O=C(C(NC1=CC=CC=C1)=O)NC1SC=C(C2=NC=CC=C2)N=1,0.604
MCULE-9559224571-0,N1=C(SC=C1C1=CC=C(C)O1)NC1=CC=C(C=N1)Cl,0.604
MCULE-1799887726-0,O=C(C1=CC(N2C(=O)CCC2)=CC=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.604
MCULE-9659863794-0,N1C(C2=CC=CC(Cl)=C2)=CSC=1NC1C=CC=CC=1,0.604
MCULE-6674354560-0,Br.N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1=CC=C(C=C1)N(C)C,0.604
MCULE-7788740429-0,O=N(C1=CC=C(C2N=C(NC3=C4C(C=CC=C4)=CC=C3)SC=2)C=C1)=O.Br,0.604
MCULE-3431541941-0,N1C(C2C=CC(=C(Cl)C=2)Cl)=CSC=1NC1=CC=CC(C)=C1.Br,0.604
MCULE-8466803719-0,C1(=CC=C2C=CC=CC2=C1)C1=CSC(NC2C=CC(C(=O)OCC)=CC=2)=N1,0.604
MCULE-7321923892-0,Br.C1(SC(=NC=1C)N)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.603
MCULE-9170653837-0,CS(CC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1)(=O)=O,0.603
MCULE-7064242875-0,N(=O)(=O)C1C=CC=CC=1NC1SC=C(C2C=CC=CC=2)N=1,0.603
MCULE-8849617378-0,N1C(C2C=CC=CC=2)=CSC=1NC1=C(C=CC=C1Cl)Cl.Br,0.603
MCULE-2276647090-0,N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1C=CC=CC=1Cl,0.603
MCULE-4372923736-0,N1C(C2C=CC(=CC=2)N(=O)=O)=CSC=1NC1=CC=CC=C1C,0.603
MCULE-2633148980-0,CS(NC1=CC=C(C2N=C(NC3=CC=CC=C3)SC=2)C=C1)(=O)=O,0.603
MCULE-2249132523-0,C1(=CSC(NC2=CC=CC=C2Cl)=N1)C1C=CC(C2=CC=CC=C2)=CC=1,0.603
MCULE-8796978885-0,C1(NC2C=CC(=CC=2)C)SC(=C(C2C=CC=CC=2)N=1)C,0.603
MCULE-7604436140-0,OC1=C(O)C=C(C2N=C(NC3=CC=CC=C3)SC=2)C=C1,0.603
MCULE-9761399112-0,CC1=CC(NC2SC=C(C3=CC(N(=O)=O)=CC=C3)N=2)=C(C)C=C1,0.602
MCULE-3025745994-0,Br.N1C(C2=CC=C(C=C2)I)=CSC=1NC1C=CC=C(C=1)C(F)(F)F,0.602
MCULE-3319956634-0,N1C(C2=CC=C(C=C2)CC(C)C)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.602
MCULE-8219724236-0,N1C(C2C=CC(=CC=2)OC)=CSC=1NC1C=C(C)C=CC=1C,0.602
MCULE-2220147188-0,C1(=CSC(N)=N1)C1=C(C)C=C2C=CC=CN12,0.602
MCULE-9637391240-0,Br.N1C(C2=CC=C(C(Cl)=C2)Cl)=CSC=1NC1=CC=C(C(C)=C1)C,0.602
MCULE-6449642233-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)NC1C=CC=CC=1C(F)(F)F,0.602
MCULE-7568662817-0,C1(=CC2C=CC=CC=2OC1=O)C1=CSC(NC2=CC=CC(C)=N2)=N1,0.602
MCULE-6138405964-0,N1C(=CSC=1NC1=CC=C(C=C1)N(C)C)C1=CC=C(C)C=C1C,0.601
MCULE-7606712169-0,N1C(C2=CC=C(C=C2)I)=CSC=1NC1C=CC(=CC=1)I,0.601
MCULE-4362453157-0,N1C(C2C=CC(=CC=2)Br)=CSC=1NC1=CC=C(C=C1)N(C)C,0.601
MCULE-6137114796-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC=C(Br)C=1,0.601
MCULE-3684659695-0,Br.N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)F,0.601
MCULE-3393493067-0,Br.N1C(C2=CC=C(C=C2)F)=CSC=1NC1C=CC=C2C=CC=CC=12,0.601
MCULE-5451325445-0,N1C(C2=CC=C(C=C2)Br)=CSC=1NC1C=CC(=CC=1)N,0.601
MCULE-4120971750-0,Br.N1C(C2=CC=C(C=C2)Br)=CSC=1NC1C=CC(=CC=1)N,0.601
MCULE-8210874787-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=C(O)C=1,0.601
MCULE-8490505878-0,N1C(C2C=CC(=CC=2)Br)=CSC=1NC1=CC=C(C=C1)N(C)C.Br,0.601
MCULE-7043074557-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1=CC=C(C=C1)N(C)C,0.601
MCULE-2836138095-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC(=CC=1)N,0.601
MCULE-2718551633-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=CC=1F,0.601
MCULE-7537511098-0,N1C(C2C=CC=C(N)C=2)=CSC=1NC1=CC=CC=C1Cl,0.601
MCULE-2256245302-0,CC1=C(C)C=C(C2N=C(NC3=CC=C(C(O)=O)C=C3)SC=2)C=C1,0.601
MCULE-2021325006-0,N1C(C2C=CC(=CC=2)NC(C)=O)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.601
MCULE-3752548992-0,N1C(=CSC=1NC1C=CC=C(C=1)C(O)=O)C1C=CC(=CC=1C)C.Cl[H],0.601
MCULE-5094649113-0,N1C(C2C=CC(=CC=2)Br)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.601
MCULE-2303683968-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.601
MCULE-2562592336-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.601
MCULE-5893251840-0,Br.N1C(C2C=CC(=CC=2)Br)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.601
MCULE-9524006856-0,CS(NC1=CC=C(C2N=C(NC3=CN=CC=C3)SC=2)C=C1)(=O)=O,0.601
MCULE-4210012625-0,C1(=CSC(NCC(F)(F)F)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.601
MCULE-7904863213-0,Br.Br.C1(=C(C)N=C2C=CC=CN12)C1=CSC(NC2C=CC(=CC=2)C)=N1,0.601
MCULE-9459259112-0,O=N(C1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1)=O,0.601
MCULE-5284646869-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1=CC=CC(SC)=C1,0.601
MCULE-2858279315-0,C1(SC=C(C2C=CC3=C(OCO3)C=2)N=1)NC1=CC=C(C=N1)Br,0.601
MCULE-3690814346-0,O=C1NC2=C(C=C(C3N=C(NC4=NC=CC=C4)SC=3)C=C2)C1,0.601
MCULE-5288572267-0,C1(=CSC(NC2=CN=CC=C2)=N1)C1C=CC=C(Br)C=1,0.600
MCULE-6799497372-0,N1=C(NC2C=CC=NC=2)SC=C1C1C(C)=CC(=C(C)C=1)C,0.600
MCULE-2299213028-0,CC(NC1=CC=C(C2N=C(NC3=CC=C(C)C=C3)SC=2)C=C1)=O,0.600
MCULE-8206787775-0,O=S(C1=CC=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)(N1CCCCCC1)=O,0.600
MCULE-8938600302-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1=CC=CC=C1SC,0.600
MCULE-4044035776-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1=CC=CC(Cl)=C1,0.600
MCULE-8693061190-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1C=CC2=C(N(C)C=C2)C=1,0.600
MCULE-4733363843-0,CC1=C(N(=O)=O)C=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.600
MCULE-4904503475-0,NC(NC1=CC=C(C2N=C(NC3=CC=CC=C3)SC=2)C=C1)=O,0.600
MCULE-9478774014-1,N1C(C2C=CC(=C(O)C=2)O)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.600
MCULE-2968604061-0,N1C(C2C=CC(=CC=2)NC(C)=O)=CSC=1NC1=CC=CC=C1,0.600
MCULE-6277170609-0,N1C(=CSC=1NC1C=CC=CC=1C)C1=CC=C(C)C=C1C,0.600
MCULE-8524724267-0,N1=C(NC2C=CC=C(C)C=2)SC=C1C1C=CC(=CC=1F)F,0.600
MCULE-5993943904-0,O=C(C1=CC2=C(N=CC=N2)C=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.600
MCULE-2049062517-0,ClC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=C(Cl)C=C1,0.600
MCULE-2450596744-0,CC(C(NCCC(NC1SC=C(C2=NC=CC=C2)N=1)=O)=O)(C)C,0.600
MCULE-4900589999-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC(=C(Cl)C=1)Cl,0.600
MCULE-8106168850-0,C1(=CSC(NC2=CN=CC=C2)=N1)C1C=CC=C(F)C=1,0.600
